Incident_ID,Date,Quarter,School,City,State,School_Level,During_School,Summary
20190912KSMAM,2019/9/12,Fall,Manhattan High School,Manhattan,KS,High,No,Shots fired in school parking lot.
20190910SCSOA,2019/9/10,Fall,South Aiken High School,Aiken,SC,High,No,Shot fired during altercation in school parking lot
20190906PAWEM,2019/9/6,Fall,West Palmer High School,Morrisville,PA,High,No,Female student shot in school parking lot following football game
20190906PAMCJ,2019/9/6,Fall,McKee Middle School,Jeannette,PA,Middle,No,Adult male shot/killed adult male at gate of football stadium during high school game
20190906ALCEC,2019/9/6,Fall,Center Point High School,Center Point,AL,High,No,8-9 shots fired from woods by football stadium during game
20190902MDNOB,2019/9/2,Fall,Northwood Elementary School,Baltimore,MD,Elementary,No,Adult male killed and two other adult men injured by unknown shooter in school courtyard
20190830OHCET,2019/8/30,Summer,Central Catholic High School,Toledo,OH,High,No,16YOM non-student shot when crowd was exiting football game
20190830NCKIK,2019/8/30,Summer,Kinston High School,Kingston,NC,High,No,Shots fired into air the parking lot after football game
20190830ALLAM,2019/8/30,Summer,Ladd-Peebles Stadium,Mobile,AL,High,No,10 teens shot after 17YO fired shots into crowd following dispute
20190827NYROR,2019/8/27,Summer,Roosevelt High School,Roosevelt,NY,High,No,Man fired 3 shots into the ground during dispute the school staff about landscaping
20190827CAHOL,2019/8/27,Summer,Hollenbeck Middle School,Los Angeles,CA,High,Yes,Student hit by bullet in lunch line. Shot fired from off campus.
20190824PAWIP,2019/8/24,Summer,William C. Longstreth Elementary School,Philadelphia,PA,Elementary,No,14YOM shot and killed on school playground during argument
20190823MOROS,2019/8/23,Summer,Roosevelt High School,St. Louis,MO,High,No,16YOF student found dead (multiple shots) behind school
20190823MOPAS,2019/8/23,Summer,Parkway North High School,St. Louis,MO,High,No,Shots fired during fight at football jamboree
20190823GAPEC,2019/8/23,Summer,Peek's Chapel Elementary School,Conyers,GA,Elementary,No,15YOM shot 12YOM outside of elementary school after hours
20190820PASAC,2019/8/20,Summer,Saint Patrick School,Carlisle,PA,High,No,Parent accidentally discharged handgun shooting himself
20190817GALAA,2019/8/17,Summer,Lakewood Stadium,Atlanta,GA,High,No,Shots fired during fight at football game
20190815TNEAN,2019/8/15,Summer,East Magnet High School,Nashville,TN,High,No,15YOM fired multiple shots during football jamboree
20190809NJWEN,2019/8/9,Fall,West Side High School,Newark,NJ,High,No,Two teens shot in front of the school
20190808ALBLM,2019/8/8,Summer,Blount Elementary School,Montgomery,AL,Elementary,Yes,Adult male fired shots in school parking lot during road rage incident
20190719CAMOS,2019/7/19,Summer,Monroe Clark Middle School,San Diego,CA,Middle,Yes,Teen fired BB's at school building then fled
20190711CTBUH,2019/7/11,Summer,Bulkeley High School,Hartford,CT,High,No,Two women in car chased victim onto school property then shot and killed him
20190702AKWIA,2019/7/2,Summer,Williwaw Elementary School,Anchorage,AK,Elementary,No,Teen shot on basketball court after altercation
20190701NYSCN,2019/7/1,Summer,School of Science and Applied Learning,New York,NY,Elementary,No,Cab driver shot 13YOM who had previously robbed him at the school playground
20190629COJAC,2019/6/29,Summer,Jack Swigert Aerospace Academy ,Colorado Springs,CO,Elementary,No,Two men shot and killed during fight between two groups on school track
20190621MICAF,2019/6/21,Summer,Carman-Ainsworth High School,Flint Township,MI,High,No,15YOM male shot during fight involving 50 people at basketball game
20190613NJTAW,2019/6/13,Summer,Tamaques Elementary School,Westfield,NJ,Elementary,No,Man arrested in school parking lot after tip holding pistol with 130 rounds of ammo
20190612PAJEE,2019/6/12,Summer,Jefferson Elementary School,Emmaus,PA,Elementary,No,Targeted domestic shooting in school parking lot
20190612DCHEW,2019/6/12,Summer,Hendley Elementary School,Washington,DC,Elementary,No,Gang related shooting outside of school. Shots struck occupied school building and broke windows. Students and staff locked down.
20190610ILMEW,2019/6/10,Summer,Menta Academy North,Waukegan,IL,Other,Yes,"Adult male and teen fired shots at each other outside of school following argument, bullets struck occupied school building"
20190606ILGEC,2019/6/6,Summer,Genevieve Melody STEM Elementary School,Chicago,IL,Elementary,No,25YOM shot on school basketball court
20190530DCHEW,2019/5/30,Spring,Hendley Elementary School,Washington,DC,Elementary,No,Gunshots from gang fight struck the school building and broke windows.
20190522OHSAC,2019/5/22,Spring,Shady Lane Elementary School,Columbus,OH,Elementary,No,13 year old shot two other teens during dispute over cell phone
20190517ORPAP,2019/5/17,Spring,Parkrose High School,Portland,OR,High,Yes,Student wearing a trench coat walked into classroom with a shotgun. Tackled by football coach.
20190517FLTEJ,2019/5/17,Spring,Terry Parker High School,Jacksonville,FL,High,No,Student shot in parking lot after football game.
20190508ILSEC,2019/5/8,Spring,Second Change High School,Chicago,IL,High,Yes,19YOM student shot in school parking lot during targeted shooting
20190507COSTH,2019/5/7,Spring,STEM School Highlands Ranch,Highlands Ranch,CO,K-12,Yes,"Two students planned attack on school, subdued by other students and law enforcement"
20190430VACDW,2019/4/30,Spring,C D Hylton High School,Woodbridge,VA,High,Yes,"Student fired gun in classroom, fled classroom, hid gun, and was arrested by SRO"
20190430FLWEW,2019/4/30,Spring,Weightman Middle School,Wesley Chapel,FL,Middle,Yes,SRO's gun discharged in school cafeteria during the school day
20190426GACRF,2019/4/26,Spring,Creekside High School,Fairburn,GA,High,No,Parent fired at school bus after argument with bus driver
20190425GAWYS,2019/4/25,Spring,Wynbrooke Elementary Theme School,Stone Mountain,GA,Elementary,Yes,BB/pellet gun projectiles shot from outside of the school hit 10 students
20190424ARCOC,2019/4/24,Spring,Concord High School,Concord,AR,High,Yes,Student shot himself in the school bathroom
20190417ILWAL,2019/4/17,Spring,Washington Middle School,Lyons,IL,Middle,Yes,Student shot himself in the school bathroom
20190410TXROH,2019/4/10,Spring,Ross Shaw Sterling Aviation High School,Houston,TX,High,No,Bullet fired in gang shooting hit student 1/2 mile away on school basketball court
20190407MAHOL,2019/4/7,Spring,Hood Elementary School,Lynn,MA,Elementary,No,Shots fired at unoccupied school building
20190405WISTM,2019/4/5,Spring,St. Josaphat Parish School,Milwaukee,WI,Other,Yes,Accidental discharge of school employees handgun grazed student.
20190403FLSAJ,2019/4/3,Spring,Saint Clair Evans Academy,Jacksonville,FL,Elementary,Yes,Shots fired nearby struck the school and broke a classroom window
20190403COAUA,2019/4/3,Spring,Aurora West College Preparatory Academy,Aurora,CO,Unknown,No,School administrator threatened two school employees with handgun in office then ran through school building with gun
20190401ARPRP,2019/4/1,Spring,"Prescott 
High School",Prescott,AR,High,Yes,Student brought a handgun to school and shot a targeted classmate
20190327MSSVH,2019/3/27,Spring,S V Marshall Elementary,Holmes County,MS,Elementary,Yes,Student shot in hand while on school bus
20190327FLMAJ,2019/3/27,Spring,Mayport Coastal Sciences Middle School,Jacksonville,FL,Middle,Yes,Student riding on school bus shot by BB gun
20190322ALBLB,2019/3/22,Spring,Blountsville Elementary School,Blountsville,AL,Elementary,Yes,Gun discharged in teacher's pocket
20190313FLLAO,2019/3/13,Spring,Lake Mary High School,Orlando,FL,High,Yes,Student asked to leave classroom and commit suicide in school auditorium
20190301KSHIM,2019/3/1,Spring,Highlands Elementary School,Mission,KS,Elementary,Yes,Shooter fired 27 shots at the school from his bedroom during attempted suicide by cop
20190226ALROM,2019/2/26,Winter,Robert E. Lee High School,Montgomery,AL,High,Yes,Student shot by other student in the school gym. Police said shooting was targeted.
20190217COEAA,2019/2/17,Winter,Eaglecrest High School,Aurora,CO,High,No,"Neighbors met at school to talk about ongoing dispute over parking, argument lead to shooting"
20190214NMV.R,2019/2/14,Winter,V. Sue Cleveland High School,Rio Rancho,NM,High,Yes,Student fired shot as school opened then fled the scene. Reported attempt to kill ex girlfriend.
20190212MOCEK,2019/2/12,Winter,Central Academy of Excellence,Kansas City,MO,High,No,Shooting outside school after fight inside during basketball game
20190208MDFRB,2019/2/8,Winter,Frederick Douglass High School,Baltimore,MD,High,Yes,"Hall monitor shot by armed intruder looking for specific student, arrested by police officer assigned at school meeting"
20190205MNMIM,2019/2/5,Winter,Minneapolis School District Bus,Minneapolis,MN,,Yes,Bus driver shot on school bus during road rage incident
20190131TXATA,2019/1/31,Winter,Atascocita High School,Atascocita,TX,High,No,Student shot by other student during drug deal behind school
20190131TNMAM,2019/1/31,Winter,Manassas High School,Memphis,TN,High,No,14YOM student shot with pellet gun during ROTC practice
20190130GAMIL,2019/1/30,Winter,Miller Grove High School,Lithonia,GA,High,No,Adult shot while trying to stop man from breaking into his car in school parking lot
20190127NVRER,2019/1/27,Winter,Reno High School,Reno,NV,High,No,"After pursuit, man pointed gun at officers in front of the school and was shot by police"
20190125TNMAM,2019/1/25,Winter,Manassas High School,Memphis,TN,High,Yes,Shots fired at bus in school parking lot by 5 teens in stolen car.
20190125ALDAM,2019/1/25,Winter,Davidson High School,Mobile,AL,High,No,"2 shot during altercation outside of basketball game, shooter fled"
20190123LASOS,2019/1/23,Winter,Southern Hills Elementary School,Shreveport,LA,Elementary,Yes,Adult male who was shot was found by SRO in the parking lot
20190119KSLAO,2019/1/19,Winter,Lakewood Middle School,Overland Park,KS,Middle,No,Two teens shot in parking lot during robbery
20190118NCSHD,2019/1/18,Winter,Sheppard Middle School,Durham,NC,Middle,Yes,School bus hit by stray bullet injuring driver
20190118MOHAS,2019/1/18,Winter,Hazelwood East High School,St. Louis,MO,High,Yes,Shots fired from vehicles in the school parking lot. No students injured.
20190118ALCET,2019/1/18,Winter,Central High School,Tuscaloosa,AL,High,Yes,"Non-student shot at female in parking lot, school locked down"
20190111ORCAE,2019/1/11,Winter,Cascade Middle School,Eugene,OR,Middle,Yes,Parent with gun shot by police following custody dispute
20190107CACEB,2019/1/7,Winter,Central Elementary School,Belmont,CA,Elementary,No,17YOM high school student shot in elementary school parking lot
20181218DEAIG,2018/12/18,Winter,A I du Pont High School,Greenville,DE,High,No,"Shots fired in parking lot after basketball game, vehicle struck"
20181214MOWIK,2018/12/14,Winter,Winnetonka High School,Kansas City,MO,High,Yes,Student fired gun into air in parking lot. School locked down.
20181213INDER,2018/12/13,Winter,Dennis Intermediate School,Richmond,IN,Middle,Yes,14YOM planned attack on the school but was confronted by police on-scene thanks to a tip
20181211KYCAC,2018/12/11,Winter,Cawood Elementary School,Cawood,KY,Elementary,No,20YOM and 15YOF shot with pellet gun in parking lot of school
20181210NYJEJ,2018/12/10,Winter,Jefferson High School,Jefferson,NY,High,Yes,Student commit suicide on baseball field
20181128PASTP,2018/11/28,Fall,Strawberry Mansion High School,Philadelphia,PA,High,No,"Stray bullet broke window of school, school locked down"
20181124OHAFC,2018/11/24,Fall,Africentric Early College High School,Columbus,OH,K-12,No,Two adult men shot in fight outside of school during weekend night
20181122WAMOD,2018/11/22,Fall,Mount Rainier High School,Des Moines,WA,High,No,Man shot during argument following pick-up football game
20181122TXSKD,2018/11/22,Fall,Skyline High School,Dallas,TX,High,No,17YOM shot outside of school building
20181121MIPEP,2018/11/21,Fall,Pentwater Public School,Pentwater,MI,K-8,No,Adult male fired BB gun and broke multiple windows at the school
20181120VASIP,2018/11/20,Fall,Simonsdale Elementary School,Portsmouth,VA,Elementary,No,Parent's concealed weapon discharged striking other parent
20181112MDEAE,2018/11/12,Fall,Eastern Tech High School,Essex,MD,High,Yes,SRO killed self in officer inside school
20181109GAGAM,2018/11/9,Fall,Garrett Middle School,Marietta,GA,Middle,Yes,Student accidentally fired handgun showing it off in bathroom
20181108CACLS,2018/11/8,Fall,Cleveland Elementary School,Santa Barbara,CA,Elementary,No,Shot during robbery outside of school
20181105SCACC,2018/11/5,Fall,Academy of Hope,Conway,SC,K-8,Yes,Student fired bb gun at other student in classroom
20181104KYCRL,2018/11/4,Fall,Crums Lane Elementary School,Louisville,KY,Elementary,No,Two men in their 20s shot outside of school by unknown shooter
20181029NCBUM,2018/10/29,Fall,Butler High School,Matthews,NC,High,Yes,Escalated fight the previous day involving multiple students
20181025MICOD,2018/10/25,Fall,Cody High School,Detroit,MI,High,,"Student shot at on school property, shots missed"
20181023NHGOM,2018/10/23,Fall,Gossler Park Elementary School,Manchester,NH,Elementary,Yes,Unknown shooter fired pellet gun at students and teacher from the tree line near the school
20181022CTDUB,2018/10/22,Fall,Dunbar Elementary School,Bridgeport,CT,Elementary,No,"18YOM fired shot at mother's boyfriend, shot missed and struck school window"
20181020GASHS,2018/10/20,Fall,Shiloh Middle School,Snellville,GA,Middle,No,Police officer shot and killed investigating car parked behind school
20181013TNMCN,2018/10/13,Fall,McGavock High School,Nashville,TN,High,No,Drive-by shooting in school parking lot
20181012MIBAB,2018/10/12,Fall,Battle Creek Academy,Battle Creek,MI,Elementary,Yes,Round struck school building
20181007VAVAH,2018/10/7,Fall,Varina High School,Henrico,VA,High,No,Basketball coach shot during fight at weekend practice
20181005VALAN,2018/10/5,Fall,Lake Taylor High School,Norfolk,VA,High,No,Shots fired during fight after football game in school parking lot
20181005TNHAB,2018/10/5,Fall,Haywood High School,Brownsville,TN,High,No,Two victims shot in school parking lot during football game
20181004ORJAP,2018/10/4,Fall,Jason Lee Elementary School,Portland,OR,Elementary,Yes,Parent's gun discharged in cafeteria while picking up daughter
20181003AKDEA,2018/10/3,Fall,Denali Montessori Elementary School,Anchorage,AK,Elementary,Yes,Adult male victim shot by another adult male in front of school during domestic dispute
20181002ARCHL,2018/10/2,Fall,Chicot Elementary School,Little Rock,AR,Elementary,Yes,"6 bullets stuck the school building, no injuries"
20180928SDCHC,2018/9/28,Fall,Chamberlain High School,Chamberlain,SD,High,No,Man commit suicide on school field during game following police chase
20180927TXHEC,2018/9/27,Fall,Hebron High School,Carrollton,TX,High,No,Adult male shot in chest at football game during argument
20180926MDMAB,2018/9/26,Fall,Maree Garnett Farring Elementary,Baltimore,MD,Elementary,Yes,Two students playing with gun in school bathroom.
20180924PACEP,2018/9/24,Fall,Central High School,Philadelphia,PA,High,Yes,Student killed in cross fire of shooting outside of school
20180924NCLAC,2018/9/24,Fall,Lawrence Orr Elementary School,Charlotte,NC,Elementary,Yes,Multiple shots fired at vehicle after child was dropped off
20180924GAAPB,2018/9/24,Fall,Appling County High School,Baxley,GA,High,Yes,Student commit suicide in bathroom
20180920CAPOP,2018/9/20,Fall,Pomona High School,Pomona,CA,High,No,Adult make commit suicide on the school campus before classes started
20180920CACHL,2018/9/20,Fall,CHAMPS Charter High School,Los Angeles,CA,High,Yes,"Shooting at fast food restaurant directly across from school, student and employee struck ran back to school"
20180917ALBLH,2018/9/17,Fall,Blossomwood Elementary School,Huntsville,AL,Elementary,Yes,"Student showing gun off in gym class, accidental discharge"
20180914WAMAE,2018/9/14,Fall,Mariner High School,Everett,WA,High,No,"Shots fired in parking lot during football game, stadium evacuated"
20180914FLBOB,2018/9/14,Fall,Boynton Beach High School,Boynton Beach,FL,High,Yes,"Two students had gun at bus stop, one shot fired, went to school, school locked down until gun was located"
20180911NVCAL,2018/9/11,Fall,Canyon Springs High School,Las Vegas,NV,High,No,Student shot on baseball field during altercation
20180910TNFAM,2018/9/10,Fall,Fairley High School,Memphis,TN,High,Yes,"Three shots were fired a school bus, 15YOF student injured"
20180910ILCHC,2018/9/10,Fall,Chatham Academy High School,Chicago,IL,High,Yes,Shooter in ski mask got out of vehicle and fired multiple shots at three students leaving school
20180909CAGIG,2018/9/9,Fall,Gilroy High School,Gilroy,CA,High,No,Officer shot a vehicle driving recklessly on football field
20180907IAHED,2018/9/7,Fall,Herbert Hoover High School,Des Moines,IA,High,No,"Shots fired in parking lot during football game, game canceled"
20180905RIPRP,2018/9/5,Fall,Providence Career and Technical Academy,Providence,RI,High,Yes,Shots during fight outside school
20180903NYLUN,2018/9/3,Fall,Luisa Pineiro Fuentes School of Science and Discovery,New York,NY,Elementary,No,Non-student killed during argument outside of school (closed for holiday)
20180831IANOE,2018/8/31,Summer,North Scott Junior High School,Eldridge,IA,Junior High,Yes,Shooter was a student who attempted to shoot the teacher in class
20180831CABAS,2018/8/31,Summer,Balboa High School,San Francisco,CA,High,Yes,"Accidental discharge in classroom, student with gun fled"
20180830NCVIC,2018/8/30,Summer,Villa Heights Elementary School,Charlotte,NC,Elementary,Yes,Woman shot at in parking lot by ex-boyfriend while dropping off child
20180830MIOTG,2018/8/30,Summer,Ottawa Hills High School,Grand Rapids,MI,High,Yes,Two non-student teens shot at during drive-by outside of school
20180829DETOD,2018/8/29,Summer,Towne Point Elementary School,Dover,DE,Elementary,No,"Adult male found shot dead outside of school, killed by school janitor"
20180828COCOD,2018/8/28,Summer,Cole Middle School,Denver,CO,Middle,Yes,"Shooting outside of school, school locked down"
20180824ILMEC,2018/8/24,Summer,Metro East Lutheran High School,Chicago,IL,High,No,"Gang related shooting outside stadium gate prior to football game, 30-50 shots fired, game cancelled"
20180824FLRAJ,2018/8/24,Summer,Raines High School,Jacksonville,FL,High,No,Two students from rival school and former student shot after football game
20180823ALALM,2018/8/23,Summer,Alabama State University Stadium (high school game),Montgomery,AL,High,No,Shots fired in walkway of stadium during high school football game
20180817FLPAW,2018/8/17,Summer,Palm Beach Central High School,Wellington,FL,High,No,4 shots fired during fight at football game under bleachers
20180811TNANN,2018/8/11,Summer,Antioch High School,Nashville,TN,High,No,Parent shot football coach during fight with other parent
20180809NJLAM,2018/8/9,Summer,Lakeside Middle School,Millville,NJ,Middle,No,Masked gunman shot football coach in school parking lot
20180804MDEDE,2018/8/4,Summer,Edgewood High School,Edgewood,MD,High,No,Man found dead in vehicle in school parking lot (GSW)
20180803IALIO,2018/8/3,Summer,Liberty Elementary School,Ottumwa,IA,Elementary,No,3 men involved with robbery fired shot at police in the school parking lot while class was in session
20180719WAWEY,2018/7/19,Summer,West Valley Middle School,Yakima,WA,Middle,No,Man found dead from GSW in vehicle outside of school
20180717WVHUH,2018/7/17,Summer,Hurricane High School,Hurricane,WV,High,No,Shot fired during argument behind the school
20180711OHMIM,2018/7/11,Summer,Milkovich Middle School,Maple Heights,OH,Middle,No,Shots fired during large fight between teens
20180703KSSUO,2018/7/3,Summer,Sunrise Point Elementary School,Overland,KS,Elementary,No,Two construction contractors shot by coworker during argument at school
20180701TNRAM,2018/7/1,Summer,Raineshaven Elementary School,Memphis,TN,Elementary,No,Victim shot in vehicle and crashed into school building
20180625OHFUS,2018/6/25,Summer,Fulton Elementary School,Springfield,OH,Elementary,No,"Attempted robbery in school parking lot, gun jammed when shooter fired, victim ran over shooter with car"
20180624MTSEM,2018/6/24,Summer,Sentinel High School,Missoula,MT,High,No,Two teens shot outside gym during open basketball practice; shooter fled; shooter and suspects had planned meeting just prior to shooting
20180621TXSKD,2018/6/21,Summer,Skyline High School,Dallas,TX,High,No,Victim shot while walking around track at school football field
20180617ORGRP,2018/6/17,Summer,Grant High School,Portland,OR,High,No,Man found dead from GSW on the outdoor track
20180615OHVAB,2018/6/15,Summer,Valley Elementary School,Beaver Creek,OH,Elementary,No,Shot fired during domestic dispute on basketball court
20180601TXMCM,2018/6/1,Summer,McKinney North High School,McKinney,TX,High,Yes,Student commit suicide in classroom
20180525INNON,2018/5/25,Spring,Noblesville West Middle School,Noblesville,IN,Middle,Yes,"Planned attack by student, stopped by teacher"
20180521GABEG,2018/5/21,Spring,Beaverbrook Elementary School,Griffin,GA,High,Yes,Woman shot in school parking lot
20180518TXSAS,2018/5/18,Spring,Santa Fe High School,Santa Fe,TX,High,Yes,"Planned attack after bullying, 30 minute standoff with police before surrendering"
20180518GAMOA,2018/5/18,Spring,Mount Zion High School,Atlanta,GA,High,No,Shots fired during argument in school parking lot
20180517MOCEK,2018/5/17,Spring,Central High School,Kansas City,MO,High,No,Shooting during fight at school graduation
20180516ILDID,2018/5/16,Spring,Dixon High School,Dixon,IL,High,Yes,Shots fired during graduation rehearsal by shooter who was bullied
20180511CAHIP,2018/5/11,Spring,Highland High School,Palmdale,CA,High,No,Shot fired into air during argument between students
20180505MIFOF,2018/5/5,Spring,Fowlerville High School,Fowlerville,MI,High,No,Off duty officers gun discharged at wrestling meet in school gym
20180503TNWAW,2018/5/3,Spring,Waynesboro Elementary School,Waynesboro,TN,High,Yes,Gun accidentally fired in the bathroom
20180503SDENW,2018/5/3,Spring,Enemy Swim Day School,Waubay,SD,K-8,No,"School employee shot while walking around property, motive unknown"
20180425NMHIA,2018/4/25,Spring,Highland High School,Albuquerque,NM,High,Yes,Parent shot another parent during argument in pick-up line
20180423GABEA,2018/4/23,Spring,Benjamin E. Mays High School,Atlanta,GA,High,Yes,Shot fired into air during a verbal argument between male and female students
20180420FLFOO,2018/4/20,Spring,Forest High School,Ocala,FL,High,Yes,Planned attack on school by heavily armed shooter
20180419MIJAJ,2018/4/19,Spring,Jackson High School,Jackson,MI,High,Yes,Two shots struck windows of occupied classroom
20180412MORAR,2018/4/12,Spring,Rayton South Middle School,Rayton,MO,Middle,No,Parent shot in parking lot
20180409NYGLG,2018/4/9,Spring,Gloversville Middle School,Gloversville,NY,Middle,Yes,Shooter chased victim around school with BB gun
20180329KYJOE,2018/3/29,Spring,John Hardin High School,Elizabethtown,KY,High,Yes,"Father of student killed mother at home, attempted to enter school and take child, shot and killed by officers"
20180328MSEUE,2018/3/28,Spring,Eupora High School,Eupora,MS,High,No,Fired shots from dirt bike at high school building
20180320MDGRG,2018/3/20,Spring,Great Mills High School,Great Mills,MD,High,Yes,Shot girlfriend then self in school hallway after recent break-up
20180319VADOP,2018/3/19,Spring,Douglass Park Elementary School,Portsmouth,VA,Elementary,No,Adult shot outside of school picking up student
20180316MTBIM,2018/3/16,Spring,Big Sky High School,Missoula,MT,High,Yes,SRO firing at student in vehicle in the parking lot
20180313VAGEA,2018/3/13,Spring,George Washington Middle School,Alexandria,VA,Middle,Yes,Accidental discharge while SRO was cleaning weapon
20180313CASES,2018/3/13,Spring,Seaside High School,Seaside,CA,High,Yes,Accidental discharge during teacher's gun safety demonstration
20180309KYFRL,2018/3/9,Spring,Frederick Douglass High School,Lexington,KY,High,Yes,Student shot self in hand with firearm in classroom
20180307ALHUB,2018/3/7,Spring,Huffman High School,Birmingham,AL,High,Yes,Accidental discharge while showing off gun
20180305MOKIC,2018/3/5,Spring,Kingston High School,Cadet,MO,K-12,Yes,Student shot self in bathroom
20180228GADAD,2018/2/28,Winter,Dalton High School,Dalton,GA,High,Yes,"Teacher with gun barricaded in classroom, surrendered to SRO after being talked down"
20180226WAOAT,2018/2/26,Winter,Oakland High School,Tacoma,WA,High,Yes,"Gun discharged in bathroom striking floor, students fled"
20180220OHJAM,2018/2/20,Winter,Jackson Memorial Middle School,Massillon,OH,Middle,Yes,"Planned attack, walked out of bathroom then immediately back in, shot himself in head"
20180215FLNOC,2018/2/15,Winter,North Broward Preparatory School,Coconut Creek,FL,K-12,Yes,Officer accidentally fired while responding to a call at the school
20180214FLMAP,2018/2/14,Winter,Marjory Stoneman Douglas High School,Parkland,FL,High,Yes,Planned attack by former student
20180209TNPEN,2018/2/9,Winter,Peal-Cohn High School,Nashville,TN,High,No,Gang related shooting in parking lot
20180208NYTHN,2018/2/8,Winter,The Metropolitan High School,New York,NY,High,Yes,"Single gun shot struck floor of classroom, student arrested"
20180205MNHAM,2018/2/5,Winter,Harmony Learning Center,Maplewood,MN,Elementary,Yes,Student pulled trigger on gun in officer's holster
20180205MDOXO,2018/2/5,Winter,Oxon Hill High School,Oxon Hill,MD,High,No,Robbery in school parking lot
20180201CASAL,2018/2/1,Winter,Salvador B. Castro Middle School,Los Angeles,CA,Middle,Yes,Accidental Discharge Inside of Backpack; possible bullying
20180131PALIP,2018/1/31,Winter,Lincoln High School,Philadelphia,PA,High,No,Fight in parking lot after basketball game
20180126MIDED,2018/1/26,Winter,Dearborn High School,Dearborn,MI,High,No,Fight in the hallway between students resulted in shooting in the parking lot
20180125ALMUM,2018/1/25,Winter,Murphy High School,Mobile,AL,High,Yes,Argument escalated
20180123KYMAB,2018/1/23,Winter,Marshall County High School,Benton,KY,High,Yes,Planned attack. Shooting was science experiment to see how people reacted; belief human life has no purpose. 
20180122TXITI,2018/1/22,Winter,Italy High School,Italy,TX,High,Yes,Shot ex-girlfriend after break-up
20180122LANEN,2018/1/22,Winter,NET Charter High School,New Orleans,LA,High,Yes,Drive-by shooting in front of school
20180116VTMOM,2018/1/16,Winter,Montpelier High School,Montpelier,VT,High,Yes,Armed bank robber shot by officers outside of school
20180109AZCOS,2018/1/9,Winter,Coronado Elementary School,Sierra Vista,AZ,Elementary,Yes,Suicide inside of school
20180105IAFOF,2018/1/5,Winter,Forest City School Bus,Forest City,IA,,Yes,Shot occupied school bus with high-powered air rifle breaking window
20180104WANES,2018/1/4,Winter,New Start High School,Seattle,WA,High,Yes,Damage to school property
20171231WAPIM,2017/12/31,Winter,Pinewood Elementary School,Marysville,WA,Elementary,No,Two teens fired shots at school breaking windows
20171231LAEDA,2017/12/31,Winter,Edna Karr High School,Algiers,LA,High,No,Drive-by in parking lot outside of school during basketball game
20171227CALIL,2017/12/27,Winter,Lincoln Elementary School,Lancaster,CA,Elementary,No,Attempted to stop domestic then fled scene
20171219MIBEB,2017/12/19,Winter,Beecher High School,Beecher,MI,High,No,Student shot in parking lot after basketball game
20171214TXELD,2017/12/14,Winter,Elisha M. Pease Elementary School,Dallas,TX,Elementary,Yes,Gun in backpack of 3rd grader discharged
20171212TXSAP,2017/12/12,Winter,Sam Rayburn High School,Pasadena,TX,High,No,Accidental discharge in car striking both occupants
20171211NCHIH,2017/12/11,Winter,High Point Central High School,High Point,NC,High,Yes,Gang-related shooting near cafeteria
20171209ILCHC,2017/12/9,Winter,Champaign Central High School,Champaign,IL,High,No,Shots fired during fight after basketball game
20171207NMAZA,2017/12/7,Winter,Aztec High School,Aztec,NM,High,Yes,Planned mass shooting attack by former student
20171130VASAV,2017/11/30,Fall,Salem High School,Virginia Beach,VA,High,Yes,Student commit suicide in school
20171129OHBAL,2017/11/29,Fall,Bath High School,Lima,OH,High,No,Gun discharged in man's pocket while at basketball referees' meeting
20171128CABOS,2017/11/28,Fall,Booksin Elementary School,San Jose,CA,Elementary,No,Shot school security cameras
20171123COMAD,2017/11/23,Fall,Manual High School,Denver,CO,High,No,Three gunman fired multiple shots at 3 victims inside of car in school parking lot
20171117TNNOJ,2017/11/17,Fall,North Side High School,Jackson,TN,High,No,"Shots fired in parking lot of school, school locked down, no injuries or suspect"
20171114FLLAM,2017/11/14,Fall,Lake Minneola High School,Minneola,FL,High,Yes,Suicide outside of school building
20171114CARAR,2017/11/14,Fall,Rancho Tehama Elementary School,Rancho Tehama Reserve,CA,Elementary,Yes,Ongoing feud with neighbors on methamphetamine
20171110GALAM,2017/11/10,Fall,Lakeview Academy,Milledgeville,GA,Elementary,Yes,Gun in backpack discharged when student got book out
20171109GABEC,2017/11/9,Fall,Benjamin Banneker High School,College Park,GA,High,Yes,Accidental discharge while showing off gun in classroom
20171103MIPAL,2017/11/3,Fall,Pattengill Academy,Lansing,MI,Middle,Yes,Accidental discharge handling gun in school parking lot
20171027NYPRU,2017/10/27,Fall,Proctor High School,Utica,NY,High,Yes,"Shots fired a person in school parking lot, missed and struck occupied school bus"
20171020OHSTT,2017/10/20,Fall,Start High School,Toledo,OH,High,No,Shots fired in parking lot during football game
20171014NCKEK,2017/10/14,Fall,Kernersville Elementary School,Kernersville,NC,Elementary,No,Shot fired by parent during struggle with police officer during youth football game
20171012NCCHC,2017/10/12,Fall,Charlotte School Bus,Charlotte,NC,,Yes,Bus with students struck by shots fired during drug dispute
20170930PAPUC,2017/9/30,Fall,Purchase Line Elementary School,Commodore,PA,Elementary,No,"Domestic, shot boyfriend in parking lot - claimed it was accidental"
20170929MOLEL,2017/9/29,Fall,Lees Summit North High School,Lees Summit,MO,High,Yes,Female student shot herself inside the school
20170929CASUL,2017/9/29,Fall,Sun Valley High School,Los Angeles,CA,High,Yes,5 shot outside of school by BB fired from apartment building across the street
20170928KYSOL,2017/9/28,Fall,Southern Middle School,Lwxington,KY,Middle,No,Escalation of ongoing feud
